Plant Type,SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1,Georeference
Municipal,NY0248983,HULETTS LANDING SEWER DISTRICT NO 1,Ground,0.03,BROOK WAY OFF CO RTE 6B,HULETTS LANDING,NY,USA,12841,43.64,-73.50,"(43.64, -73.5)",POINT (-73.5 43.64)
Municipal,NY0023248,V - CANISTEO WWTP,Surface,0.70,2240 DUNNING RD,CANISTEO,NY,USA,14823,42.27,-77.59,"(42.27, -77.59)",POINT (-77.59 42.27)
Municipal,NY0036706,TICONDEROGA SEWER DIST #5 WPCP,Surface,1.70,219 MONTCALM ST,TICONDEROGA,NY,USA,12883,43.85,-73.42,"(43.85, -73.42)",POINT (-73.42 43.85)
Industrial,NY0257567,DOT SALT STORAGE BUILDING,Surface,0.00,BRADLEY STREET RD,WATERTOWN,NY,USA,13601,44.00,-75.92,"(44.0, -75.92)",POINT (-75.92 44)
Industrial,NY0241563,CATSKILL MAINTENANCE FACILITY,Surface,0.00,OFF RTE 23B,CATSKILL,NY,USA,12414,42.25,-73.88,"(42.25, -73.88)",POINT (-73.88 42.25)
Industrial,NY0201243,ASTORIA CENTRAL WTF,Surface,,20TH AVE & 23RD ST,ASTORIA,NY,USA,,40.78,-73.91,"(40.78, -73.91)",POINT (-73.91 40.78)
Industrial,NY0266868,DEPOT LAUNDROMAT OF BAY SHORE,Ground,0.03,1559 BRENTWOOD RD|SCTM 500-246-04-1 & 2 & 500-225-3-108,BAY SHORE,NY,USA,11706,40.76,-73.24,"(40.76, -73.24)",POINT (-73.24 40.76)
Municipal,NY0030678,CARMEL HILLSDALE ESTATES STP,Surface,0.03,CARY ST - OFF ST RTE 6N,MAHOPAC,NY,USA,10541,41.34,-73.78,"(41.34, -73.78)",POINT (-73.78 41.34)
Industrial,NY0008265,AMENIA S & G-LEEDSVILLE PROCESSING PLANT,Surface,0.30,307 LEEDSVILLE RD,AMENIA,NY,USA,12501,41.84,-73.51,"(41.84, -73.51)",POINT (-73.51 41.84)
Industrial,NY0257753,HAROLD F WOOLSHLAGER WATER PLANT,Both,0.01,NUMBER FOUR RD,WATSON,NY,USA,13367,43.82,-75.33,"(43.82, -75.33)",POINT (-75.33 43.82)
Municipal,NY0145696,MOUNTAIN DALE WWTP,Surface,0.18,CHURCH RD - OPPOSITE LAUREL,MOUNTAIN DALE,NY,USA,12763,41.69,-74.53,"(41.69, -74.53)",POINT (-74.53 41.69)
Municipal,NY0268852,SCHODACK LANDING SEWERS,Surface,0.02,RAIL LN,SCHODACK LANDING,NY,USA,12156,42.48,-73.77,"(42.48, -73.77)",POINT (-73.77 42.48)
Municipal,NY0033588,SHARON SPRINGS STP,Surface,0.43,ST RTE 10 @ NORTH VILLAGE LINE,SHARON SPRINGS,NY,USA,13459,42.80,-74.61,"(42.8, -74.61)",POINT (-74.61 42.8)
Municipal,NY0270211,NEWTON FALLS WASTEWATER TREATMENT PLANT,Surface,0.04,CO RTE 60,CRANBERRY LAKE,NY,USA,12927,44.21,-74.99,"(44.21, -74.99)",POINT (-74.99 44.21)
Industrial,NY0225746,RICHARD M FLYNN POWER PLANT,Ground,,607 UNION AVE,HOLTSVILLE,NY,USA,11742,40.82,-73.06,"(40.82, -73.06)",POINT (-73.06 40.82)
Municipal,NY0164933,DOVER RIDGE ESTATES,Surface,0.03,Stowe Dr,Beekman,NY,USA,12570,41.63,-73.65,"(41.63, -73.65)",POINT (-73.65 41.63)
Industrial,NY0000744,VICTOR INSULATORS,Surface,0.40,280 MAPLE AVE,VICTOR,NY,USA,14564,42.98,-77.41,"(42.98, -77.41)",POINT (-77.41 42.98)
Industrial,NY0236942,SUNSHINE MALL LAUNDROMAT,Ground,,"700-55 PATCHOGUE YAPHANK RD|SCTM# 200-813-1-3.1, 3.2",MEDFORD,NY,USA,11763,40.81,-72.95,"(40.81, -72.95)",POINT (-72.95 40.81)
Municipal,NY0024651,PHELPS - V STP,Surface,0.30,60 MILL ST,PHELPS,NY,USA,14532,42.96,-77.05,"(42.96, -77.05)",POINT (-77.05 42.96)
Industrial,NY0076058,BALDWIN RICHARDSON FOODS COMPANY,Both,0.60,4949 ST RTE 104,WILLIAMSON,NY,USA,,43.24,-77.15,"(43.24, -77.15)",POINT (-77.15 43.24)
Industrial,NY0235504,ROCKLAND CTY HIGHWAY GARAGE,Surface,0.00,NEW HEMPSTEAD RD,NEW CITY,NY,USA,10956,41.15,-73.99,"(41.15, -73.99)",POINT (-73.99 41.15)
Industrial,NY0227005,SELDEN LAUNDROMAT,Ground,,1250 MIDDLE COUNTRY RD,SELDEN,NY,USA,11784,40.86,-73.06,"(40.86, -73.06)",POINT (-73.06 40.86)
Municipal,NY0021334,WESTFIELD WATER POLLUTION CONTROL FACILITY,Surface,2.60,OLD HAWLEY ST,WESTFIELD,NY,USA,14787,42.33,-79.59,"(42.33, -79.59)",POINT (-79.59 42.33)
Industrial,NY0262447,UNADILLA VALLEY CENTRAL SCHOOLS,Surface,0.07,4238 ST RTE 8,NEW BERLIN,NY,USA,13411,42.58,-75.33,"(42.58, -75.33)",POINT (-75.33 42.58)
Industrial,NY0005916,GLENWOOD COMBUSTION TURBINE FACILITY,Surface,173.70,SHORE RD,GLENWOOD LANDING,NY,USA,11547,40.83,-73.65,"(40.83, -73.65)",POINT (-73.65 40.83)
Industrial,NY0006912,"Fedrigoni Waterford Real Estate Holdings, LLC",Surface,0.90,1 Oconnor Dr,Waterford,NY,USA,12188,42.79,-73.69,"(42.79, -73.69)",POINT (-73.69 42.79)
Industrial,NY0252808,BEDELL CELLARS,Ground,,36225 MAIN RD,CUTCHOGUE,NY,USA,11935,41.03,-72.47,"(41.03, -72.47)",POINT (-72.47 41.03)
Municipal,NY0089702,HANCOCK - V STP,Surface,0.35,LABARRE ST,HANCOCK,NY,USA,13783,41.94,-75.28,"(41.94, -75.28)",POINT (-75.28 41.94)
Municipal,NY0100099,VILLAGE OF ATTICA WATER TREATMENT PLANT,Surface,0.11,3368 DUNBAR RD,ATTICA,NY,USA,14011,42.84,-78.26,"(42.84, -78.26)",POINT (-78.26 42.84)
Industrial,NY0005541,IBM CORP SOUTH RD FACILITY,Surface,22.10,2455 SOUTH RD,POUGHKEEPSIE,NY,USA,12601,41.65,-73.94,"(41.65, -73.94)",POINT (-73.94 41.65)
Industrial,NY0215341,TWIN LAKES WTP,Surface,0.00,LONG MOUNTAIN PKWY AT SUMMIT LAKE|US RTE 6 - S SIDE,WOODBURY,NY,USA,,41.31,-74.09,"(41.31, -74.09)",POINT (-74.09 41.31)
Industrial,NY0003905,GLENDALE TECHNOLOGY PARK,Surface,0.07,201 GLENDALE DR & ST RTE 17C,ENDICOTT,NY,USA,,42.10,-76.09,"(42.1, -76.09)",POINT (-76.09 42.1)
Industrial,NY0100099,VILLAGE OF ATTICA WATER TREATMENT PLANT,Surface,0.11,3368 DUNBAR RD,ATTICA,NY,USA,14011,42.84,-78.26,"(42.84, -78.26)",POINT (-78.26 42.84)
Industrial,NY0271217,TOWN SWIM POND,Surface,,29 RECREATION CTR RD,BEEKMAN,NY,USA,,41.62,-73.70,"(41.62, -73.7)",POINT (-73.7 41.62)
Municipal,NY0226688,SCSD #20-E - RIDGEHAVEN STP,Ground,0.08,2020 WILLIAM FLOYD PKWY,RIDGE,NY,USA,11961,40.88,-72.89,"(40.88, -72.89)",POINT (-72.89 40.88)
Industrial,NY0218855,THE VIRTIS CO,Ground,,815 ST RTE 208,GARDINER,NY,USA,12525,41.66,-74.14,"(41.66, -74.14)",POINT (-74.14 41.66)
Industrial,NY0243992,OSWEGO CO HIGHWAY MAINTENANCE AT SCRIBA,Surface,0.00,ST RTE 104,SCRIBA,NY,USA,13126,43.47,-76.44,"(43.47, -76.44)",POINT (-76.44 43.47)
Industrial,NY0244805,CORTLAND ASPHALT PRODUCTS,Surface,,1911 LORING CROSSING RD,CORTLAND,NY,USA,13045,42.63,-76.15,"(42.63, -76.15)",POINT (-76.15 42.63)
Industrial,NY0244236,MACKENZIE-CHILDS AURORA LLC,Both,0.13,3260 ST RTE 90,AURORA,NY,USA,13026,42.78,-76.71,"(42.78, -76.71)",POINT (-76.71 42.78)
Industrial,NY0247103,CLIFTON SPRINGS HOSPITAL & CLINIC,Surface,,2 COULTER RD,CLIFTON SPRINGS,NY,USA,14432,42.96,-77.14,"(42.96, -77.14)",POINT (-77.14 42.96)
Industrial,NY0264334,DEERPARK OIL,Surface,,65 DORRAUGH LN,SPARROW BUSH,NY,USA,,41.40,-74.73,"(41.4, -74.73)",POINT (-74.73 41.4)
Industrial,NY0078409,GREATER SOUTHERN TIER BOCES,Ground,0.01,9579 VOCATIONAL DR,PAINTED POST,NY,USA,14870,42.19,-77.14,"(42.19, -77.14)",POINT (-77.14 42.19)
Industrial,NY0279960,GRAND LAUNDROMAT,Ground,0.02,730 GRAND BLVD,DEER PARK,NY,USA,11729,40.76,-73.31,"(40.76, -73.31)",POINT (-73.31 40.76)
Industrial,NY0270831,HILLVIEW RESERVOIR,Surface,,KIMBALL AVE AT HILLVIEW AVE,YONKERS,NY,USA,,40.91,-73.87,"(40.91, -73.87)",POINT (-73.87 40.91)
Industrial,NY0262374,PIT STOP TRAVEL CENTER,Surface,,US RTE 11 - S OF EXIT 10 OF I-81,POLKVILLE,NY,USA,,42.59,-76.13,"(42.59, -76.13)",POINT (-76.13 42.59)
Municipal,NY0029963,GASPORT SD 1 STP,Surface,0.48,4244 BOLTON RD,GASPORT,NY,USA,14067,43.20,-78.56,"(43.2, -78.56)",POINT (-78.56 43.2)
Industrial,NY0245879,AMERICAN ROCK SALT - HAMPTON CORNERS,Surface,,5520 ST RTE 63,GROVELAND,NY,USA,14510,42.75,-77.84,"(42.75, -77.84)",POINT (-77.84 42.75)
Industrial,NY0268208,CENTRAL VALLEY POND/BATHING BEACH,Surface,,DUNDERBERG RD,CENTRAL VALLEY,NY,USA,,41.32,-74.14,"(41.32, -74.14)",POINT (-74.14 41.32)
Industrial,NY0166090,KIAMESHA ARTESIAN SPRING WATER,Surface,0.00,ST RTE 42,KIAMESHA LAKE,NY,USA,12751,41.68,-74.66,"(41.68, -74.66)",POINT (-74.66 41.68)
Industrial,NY0227315,HUNTINGTON CRESCENT CLUB,Ground,,15 WASHINGTON DR|NW CORNER OF WASHINGTON DR & FLEETS COVE RD,HUNTINGTON,NY,USA,11743,40.89,-73.39,"(40.89, -73.39)",POINT (-73.39 40.89)
Industrial,NY0284084,S NEW BERLIN WATER DISTICT,Surface,,NYS RTE 23|HAMLET OF S NEW BERLIN,NEW BERLIN,NY,USA,13411,42.53,-75.39,"(42.53, -75.39)",POINT (-75.39 42.53)
Industrial,NY0240168,PERU WATER FILTRATION PLANT,Surface,0.01,223 RESERVOIR RD,PERU,NY,USA,12972,44.56,-73.59,"(44.56, -73.59)",POINT (-73.59 44.56)
Industrial,NY0028771,BLUE LAKE WTP,Surface,0.00,STERLING LAKE RD,WARWICK,NY,USA,,41.16,-74.26,"(41.16, -74.26)",POINT (-74.26 41.16)
Industrial,NY0279854,BAYVILLE LAUNDROMAT,Ground,0.01,48 BAYVILLE AVE,BAYVILLE,NY,USA,11709,40.91,-73.58,"(40.91, -73.58)",POINT (-73.58 40.91)
Industrial,NY0149497,SLATE HILL MINE,Surface,0.01,3080 US Rte 6,Slate Hill,NY,USA,10973,41.40,-74.45,"(41.4, -74.45)",POINT (-74.45 41.4)
Industrial,NY0102041,ATHENS - V WTR TRT PLT,Surface,0.00,SCHOHARIE TPKE,ATHENS,NY,USA,12015,42.31,-73.88,"(42.31, -73.88)",POINT (-73.88 42.31)
Municipal,NY0028410,BIRD ISLAND STP,Surface,180.00,90 W FERRY ST,BUFFALO,NY,USA,14213,42.92,-78.90,"(42.92, -78.9)",POINT (-78.9 42.92)
Industrial,NY0244970,NYS DOT LAFAYETTE SUBHEADQUARTERS,Surface,0.00,US RTE 11 - W SIDE - S OF MOLTION RD,LAFAYETTE,NY,USA,,42.90,-76.11,"(42.9, -76.11)",POINT (-76.11 42.9)
Municipal,NY0023515,CUBA STP,Surface,0.97,W WATER ST,CUBA,NY,USA,14727,42.22,-78.29,"(42.22, -78.29)",POINT (-78.29 42.22)
Industrial,NY0270491,PERKIN ELMER INC,Surface,,ROTRON RD,WOODSTOCK,NY,USA,,42.03,-74.10,"(42.03, -74.1)",POINT (-74.1 42.03)
Industrial,NY0020109,FITZPATRICK NUCLEAR POWER PLANT,Surface,570.30,268 LAKE RD E,LYCOMING,NY,USA,13093,43.52,-76.40,"(43.52, -76.4)",POINT (-76.4 43.52)
Municipal,NY0021377,CAMDEN WASTEWATER TREATMENT PLANT,Surface,0.80,TABERG ST,CAMDEN,NY,USA,13316,43.33,-75.74,"(43.33, -75.74)",POINT (-75.74 43.33)
Industrial,NY0155888,OTISCO LAKE WTP,Surface,0.00,2460 LAWRENCE RD,MARCELLUS,NY,USA,13108,42.96,-76.34,"(42.96, -76.34)",POINT (-76.34 42.96)
Industrial,NY0255963,CHESTERFIELD WATER TREATMENT FACILITY,Surface,0.10,131 FRONTAGE RD,KEESEVILLE,NY,USA,12944,44.44,-73.49,"(44.44, -73.49)",POINT (-73.49 44.44)
Industrial,NY0257991,Copenhagen Consolidated Water Supply,Surface,0.01,Woodbattle Rd and Stoddard Rd Wells,Copenhagen,NY,USA,13626,43.89,-75.67,"(43.89, -75.67)",POINT (-75.67 43.89)
Industrial,NY0106372,NORTHERN WESTCHESTER JOINT WATER WORKS CATSKILL AQUEDUCT WTF,Surface,0.01,2065 E MAIN ST,CORTLANDT MANOR,NY,USA,10567,41.30,-73.88,"(41.3, -73.88)",POINT (-73.88 41.3)
Industrial,NY0260126,WASSAIC YARD & STATION,Surface,,ST RTE 22 - 0.6 MI NORTH OF WASSAIC,WASSAIC,NY,USA,,41.81,-73.56,"(41.81, -73.56)",POINT (-73.56 41.81)
Industrial,NY0070637,GLAZIER PACKING CO,Surface,0.01,POTSDAM CANTON RD,POTSDAM,NY,USA,13676,44.63,-75.09,"(44.63, -75.09)",POINT (-75.09 44.63)
Municipal,NY0026719,BLIND BROOK WWTP,Surface,5.00,141 OAKLAND BEACH AVE,RYE,NY,USA,10580,40.96,-73.69,"(40.96, -73.69)",POINT (-73.69 40.96)
Municipal,NY0025968,CANANDAIGUA - C WRRF,Surface,6.50,183 SALTONSTALL ST,CANANDAIGUA,NY,USA,14424,42.88,-77.27,"(42.88, -77.27)",POINT (-77.27 42.88)
Industrial,NY0107352,ALMA HILL LEASE,Surface,0.00,ALMA HILL RD,WELLSVILLE,NY,USA,14895,42.02,-78.03,"(42.02, -78.03)",POINT (-78.03 42.02)
Industrial,NY0276898,Wasa Properties 2505 Coney Island Ave Development,Surface,0.16,2505 Coney Island Ave,Brooklyn,NY,USA,11223,40.60,-73.96,"(40.6, -73.96)",POINT (-73.96 40.6)
Industrial,NY0285277,GREENPORT HARBOR BREWING CO,Ground,0.00,42155 MAIN RD,PECONIC,NY,USA,,41.04,-72.45,"(41.04, -72.45)",POINT (-72.45 41.04)
Industrial,NY0266396,NORTHROP GRUMMAN SYSTEMS CORPORATION,Ground,0.00,77 RAYNOR AVE,RONKONKOMA,NY,USA,11779,40.80,-73.11,"(40.8, -73.11)",POINT (-73.11 40.8)
Industrial,NY0261777,TESSY PLASTICS - SKANEATELES FACILITY,Surface,,700 VISIONS DR,SKANEATELES FALLS,NY,USA,13153,42.99,-76.46,"(42.99, -76.46)",POINT (-76.46 42.99)
Municipal,NY0024228,UNION SPRINGS - V STP,Surface,0.33,CHAPEL ST,UNION SPRINGS,NY,USA,13160,42.84,-76.70,"(42.84, -76.7)",POINT (-76.7 42.84)
Municipal,NY0028363,MARATHON - V STP,Surface,0.20,FRONT ST EXT,MARATHON,NY,USA,13803,42.43,-76.03,"(42.43, -76.03)",POINT (-76.03 42.43)
Industrial,NY0232700,TOWN OF SULLIVAN HIGHWAY GARAGE,Surface,0.00,BOLIVAR RD,CHITTENANGO,NY,USA,,43.09,-75.90,"(43.09, -75.9)",POINT (-75.9 43.09)
Municipal,NY0028525,TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF,Surface,0.95,ST RTE 13 NORTH - E SIDE - N OF CLARK ST,CAZENOVIA,NY,USA,,42.94,-75.84,"(42.94, -75.84)",POINT (-75.84 42.94)
Industrial,NY0003042,APC PAPER COMPANY OF NEW YORK,Surface,0.13,100 REMINGTON AVE,NORFOLK,NY,USA,13667,44.80,-75.00,"(44.8, -75.0)",POINT (-75 44.8)
Industrial,NY0259772,EXIT 7 PALISADES PKY MAINTENANCE FAC,Surface,0.00,TOWN LINE RD,WEST NYACK,NY,USA,10994,41.09,-73.99,"(41.09, -73.99)",POINT (-73.99 41.09)
Municipal,NY0110418,CONSTABLEVILLE STP,Surface,0.04,St Rte 26,CONSTABLEVILLE,NY,USA,13325,43.56,-75.42,"(43.56, -75.42)",POINT (-75.42 43.56)
Industrial,NY0266540,W&H 112 LAUNDRY INC.,Ground,,3669B ST RTE 112,CORAM,NY,USA,11727,40.85,-73.00,"(40.85, -73.0)",POINT (-73 40.85)
Municipal,NY0257613,RENSSELAER FALLS (V) WWTP,Surface,0.05,JOHNSTON RD @ HUEVELTON RD,RENSSELEAR FALLS,NY,USA,13680,44.60,-75.33,"(44.6, -75.33)",POINT (-75.33 44.6)
Industrial,NY0232491,FRAZER AND JONES CO DIV EASTERN CO,Surface,0.03,3000 MILTON AVE,SOLVAY,NY,USA,13209,43.06,-76.23,"(43.06, -76.23)",POINT (-76.23 43.06)
Industrial,NY0032620,CITGO VESTAL TERMINAL,Surface,0.00,3212 OLD VESTAL RD,VESTAL,NY,USA,13850,42.10,-76.00,"(42.1, -76.0)",POINT (-76 42.1)
Municipal,NY0261521,FLEISCHMANNS WWTP,Surface,0.16,MAIN ST,FLEISCHMANNS,NY,USA,12430,42.16,-74.55,"(42.16, -74.55)",POINT (-74.55 42.16)
Industrial,NY0103187,HUNTER - T LANDFILL,Surface,0.02,Hylan Rd,Tannersville,NY,USA,12485,42.20,-74.17,"(42.2, -74.17)",POINT (-74.17 42.2)
Industrial,NY0267911,BUCHANAN ELECTRICAL SUBSTATION,Surface,,BROADWAY - E SIDE - S OF 1ST ST,BUCHANAN,NY,USA,10511,41.26,-73.95,"(41.26, -73.95)",POINT (-73.95 41.26)
Industrial,NY0258458,NYSDOT RESIDENT ENGINEERS HEADQUARTERS,Surface,0.00,9037 ST RTE 19,CANEADA,NY,USA,,42.39,-78.16,"(42.39, -78.16)",POINT (-78.16 42.39)
Municipal,NY0246930,RED CREEK REGIONAL WWTP,Surface,0.50,6765 FORD RD,RED CREEK,NY,USA,13143,43.28,-76.75,"(43.28, -76.75)",POINT (-76.75 43.28)
Municipal,NY0026867,Albany County Water Purification District - SOUTH PLANT,Surface,29.00,209 CHURCH ST,ALBANY,NY,USA,12204,42.63,-73.76,"(42.63, -73.76)",POINT (-73.76 42.63)
Industrial,NY0211923,Greenlawn Village Laundromat,Ground,0.02,80 A BROADWAY,GREENLAWN,NY,USA,11740,40.87,-73.36,"(40.87, -73.36)",POINT (-73.36 40.87)
Municipal,NY0030082,NEW PALTZ (V) WWT FACILITY,Surface,1.50,HUGUENOT ST,NEW PALTZ,NY,USA,12561,41.75,-74.09,"(41.75, -74.09)",POINT (-74.09 41.75)
Industrial,NY0003336,OCCIDENTAL CHEMICAL CORP - NIAGARA PLANT,Surface,37.34,BUFFALO AVE AND 47TH ST,NIAGARA FALLS,NY,USA,14302,43.08,-79.01,"(43.08, -79.01)",POINT (-79.01 43.08)
Industrial,NY0271004,LAKE NANUET TOWN PARK,Surface,,LAKE NANUET DR,NANUET,NY,USA,,41.08,-74.00,"(41.08, -74.0)",POINT (-74 41.08)
Industrial,NY0259055,DTE TONAWANDA LLC,Surface,,180 UAW-GM Blvd (350 VULCAN ST),TONAWANDA,NY,USA,14207,42.97,-78.91,"(42.97, -78.91)",POINT (-78.91 42.97)
Industrial,NY0268151,SHANDAKEN TUNNEL OUTLET,Surface,,7148 ST RTE 28,SHANDAKEN,NY,USA,12480,42.11,-74.36,"(42.11, -74.36)",POINT (-74.36 42.11)
Industrial,NY0006432,STONY POINT FACILITY,Surface,0.01,70 GRASSY POINT RD,STONY POINT,NY,USA,10980,41.22,-73.97,"(41.22, -73.97)",POINT (-73.97 41.22)
Industrial,NY0262153,RED HAWK BREWING LTD,Ground,0.00,4504 BUSSEY RD,SYACUSE,NY,USA,13205,42.99,-76.23,"(42.99, -76.23)",POINT (-76.23 42.99)
Municipal,NY0145556,SAUGERTIES MALDEN-ON-HUDSON S D STP,Surface,0.10,RIVERSIDE DR - N END,SAUGERTIES,NY,USA,12477,42.10,-73.93,"(42.1, -73.93)",POINT (-73.93 42.1)
Industrial,NY0268992,TACONIC BIOSCIENCES INC,Surface,0.06,273 HOVER AVE,GERMANTOWN,NY,USA,12526,42.14,-73.87,"(42.14, -73.87)",POINT (-73.87 42.14)
Industrial,NY0210803,NEW MILLER PLACE LAUNDROMAT,Ground,0.01,725 ST RTE 25A,MILLER PLACE,NY,USA,11764,40.94,-72.97,"(40.94, -72.97)",POINT (-72.97 40.94)
Industrial,NY0277045,101 LINCOLN AVE,Surface,0.58,"101 LINCOLN AVE, B:2316, L:1",BRONX,NY,USA,10454,40.81,-73.93,"(40.81, -73.93)",POINT (-73.93 40.81)
Industrial,NY0264547,PINE PLAINS OUTPOST,Surface,0.00,CO RTE 83,PINE PLAINS,NY,USA,,41.97,-73.66,"(41.97, -73.66)",POINT (-73.66 41.97)
Industrial,NY0002585,FLEISCHMANN'S VINEGAR CO INC,Surface,0.10,4754 ST RTE 414,NORTH ROSE,NY,USA,14516,43.18,-76.89,"(43.18, -76.89)",POINT (-76.89 43.18)
Industrial,NY0000337,EVONIK ACTIVE OXYGENS LLC,Surface,16.30,35 SAWYER AVE,TONAWANDA,NY,USA,14150,42.97,-78.93,"(42.97, -78.93)",POINT (-78.93 42.97)
Industrial,NY0003328,CHEMOURS NIAGARA,Surface,13.38,BUFFALO AVE & 26TH ST,NIAGARA FALLS,NY,USA,14302,43.08,-79.02,"(43.08, -79.02)",POINT (-79.02 43.08)
Municipal,NY0023493,AVON WWTP,Surface,0.79,274 RIVER RD,WOODRIDGE,NY,USA,12789,41.70,-74.61,"(41.7, -74.61)",POINT (-74.61 41.7)
Municipal,NY0020290,AMSTERDAM - C WASTEWATER TREATMENT PLANT,Surface,10.00,QUIST RD,AMSTERDAM,NY,USA,12010,42.92,-74.17,"(42.92, -74.17)",POINT (-74.17 42.92)
Municipal,NY0149209,TRI-MUNICIPAL WWTP,Surface,2.78,171 SHEAFE RD,WAPPINGERS FALLS,NY,USA,12590,41.61,-73.94,"(41.61, -73.94)",POINT (-73.94 41.61)
Municipal,NY0027162,OLEAN STP,Surface,7.00,174 S 19TH ST,OLEAN,NY,USA,14760,42.07,-78.45,"(42.07, -78.45)",POINT (-78.45 42.07)
Industrial,NY0166472,RESIDENT'S SUB-HQTRS-PORT JERVIS,Surface,0.00,US RTE 6 @ I-84 EXIT 1,PORT JERVIS,NY,USA,12785,41.35,-74.68,"(41.35, -74.68)",POINT (-74.68 41.35)
Industrial,NY0277126,NYCDDC-Reconstruction of Brooklyn Waterfront Greenway Hamilton Ave/Gowanus Section (HWK1048D),Surface,3.50,Hamilton Ave & 3rd Ave,Brooklyn,NY,USA,11232,40.67,-74.00,"(40.67, -74.0)",POINT (-74 40.67)
Industrial,NY0266141,Paradox Brewery,Ground,0.01,80 Frontier Town Rd,North Hudson,NY,USA,12855,43.94,-73.73,"(43.94, -73.73)",POINT (-73.73 43.94)
Industrial,NY0148989,CHROMALLOY NEW YORK,Surface,0.04,330 BLAISDELL RD,ORANGEBURG,NY,USA,10962,41.04,-73.98,"(41.04, -73.98)",POINT (-73.98 41.04)
Industrial,NY0072451,KEYMARK CORP PLANT,Surface,0.02,1188 CAYADUTTA ST,FONDA,NY,USA,12068,42.96,-74.39,"(42.96, -74.39)",POINT (-74.39 42.96)
Industrial,NY0160849,NYSDOT MONROE WEST RESIDENCY,Surface,0.00,2441 S UNION ST,OGDEN,NY,USA,,43.17,-77.81,"(43.17, -77.81)",POINT (-77.81 43.17)
Municipal,NY0036617,MEXICO - V STP,Surface,0.30,ACADEMY ST,MEXICO,NY,USA,13114,43.47,-76.24,"(43.47, -76.24)",POINT (-76.24 43.47)
Industrial,NY0275123,ELT HARRIMAN LLC (FORMERLY NEPERA INC),Surface,0.19,41 ARDEN HOUSE RD,HARRIMAN,NY,USA,10926,41.31,-74.14,"(41.31, -74.14)",POINT (-74.14 41.31)
Industrial,NY0227013,EAST END LAUNDRY,Ground,0.01,1495 MONTAUK HWY,MASTIC,NY,USA,11950,40.81,-72.85,"(40.81, -72.85)",POINT (-72.85 40.81)
Industrial,NY0271586,WILLIAMSON - T WATER TREAT PLT,Surface,,7901 HAMILTON ST EXT,WILLIAMSON,NY,USA,14589,43.28,-77.19,"(43.28, -77.19)",POINT (-77.19 43.28)
Industrial,NY0275930,Good Grass Farm,Ground,0.00,2943 Open Meadows Rd,Ashville,NY,USA,14710,42.13,-79.45,"(42.13, -79.45)",POINT (-79.45 42.13)
Industrial,NY0246972,SENECA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF),Surface,0.66,5786 State Route 96|ROMULUS,Romulus,NY,USA,14541,42.74,-76.83,"(42.74, -76.83)",POINT (-76.83 42.74)
Industrial,NY0260312,CITY OF MOUNT VERNON DPW GARAGE,Surface,,33 CANAL ST,MT VERNON,NY,USA,,40.90,-73.82,"(40.9, -73.82)",POINT (-73.82 40.9)
Industrial,NY0260355,"COUNTY PETROLEUM PRODUCTS, INC.",Surface,,36 STATION HILL RD,FERNDALE,NY,USA,12734,41.77,-74.74,"(41.77, -74.74)",POINT (-74.74 41.77)
Municipal,NY0026999,GREAT NECK WATER POLLUTION CONTROL DISTRICT STP,Surface,5.30,236 E SHORE RD,GREAT NECK,NY,USA,11023,40.80,-73.71,"(40.8, -73.71)",POINT (-73.71 40.8)
Industrial,NY0201138,CON ED-11TH STREET CONDUIT,Surface,0.11,11TH ST BETWEEN 53RD AND ASH,LONG ISLAND CITY/GREENPOINT,NY,USA,,40.74,-73.95,"(40.74, -73.95)",POINT (-73.95 40.74)
Industrial,NY0173908,SMITHAVEN PLAZA,Ground,0.01,0 NESCONSET HWY,LAKE GROVE,NY,USA,,40.87,-73.13,"(40.87, -73.13)",POINT (-73.13 40.87)
Municipal,NY0022110,CITY OF SHERRILL STP,Surface,0.95,FAIRWAY LN,SHERRILL,NY,USA,13461,43.07,-75.62,"(43.07, -75.62)",POINT (-75.62 43.07)
Municipal,NY0022721,COLD SPRING WWTP,Surface,0.50,53 FAIR ST,COLD SPRING,NY,USA,10516,41.42,-73.96,"(41.42, -73.96)",POINT (-73.96 41.42)
Industrial,NY0250678,SPLASH DOWN PARK,Ground,0.00,2200 OLD RTE 9,FISHKILL,NY,USA,12524,41.55,-73.90,"(41.55, -73.9)",POINT (-73.9 41.55)
Industrial,NY0246042,ABX INNOVATIVE PACKAGING SOLUTIONS LLC,Surface,0.00,200 E MAIN ST,MACEDON,NY,USA,14502,43.07,-77.29,"(43.07, -77.29)",POINT (-77.29 43.07)
Municipal,NY0109029,JEFFERSONVILLE WWTP,Surface,0.12,SICKMILLER RD,JEFFERSONVILLE,NY,USA,12748,41.77,-74.94,"(41.77, -74.94)",POINT (-74.94 41.77)
Municipal,NY0107565,MONTGOMERY CO SD 1,Surface,1.00,28 OLD STATION RD,NELLISTON,NY,USA,13410,42.92,-74.61,"(42.92, -74.61)",POINT (-74.61 42.92)
